RC101_050
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1
time per distance: 1
====================================================================================
feasible: True
solver runtime: 3600.0661261081696
objective function value: 945.5765073311437
MIP gap: 0.16363959547506474
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|2            |0.0          |0            |130.0        |40.0         |50.0        
|2            |65.0         |23           |130.0        |38.0         |5.0         
|2            |75.0         |23           |100.0        |38.0         |5.0         
|2            |77.0         |21           |100.0        |40.0         |5.0         
|2            |87.0         |21           |90.0         |40.0         |5.0         
|2            |92.385       |19           |90.0         |42.0         |10.0        
|2            |102.385      |19           |50.0         |42.0         |10.0        
|2            |117.0        |18           |50.0         |44.0         |5.0         
|2            |127.0        |18           |30.0         |44.0         |5.0         
|2            |167.0        |48           |30.0         |42.0         |5.0         
|2            |177.0        |48           |20.0         |42.0         |5.0         
|2            |184.0        |25           |20.0         |35.0         |5.0         
|2            |194.0        |25           |0.0          |35.0         |5.0         
|2            |239.277      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|4            |0.0          |0            |50.0         |40.0         |50.0        
|4            |33.541       |42           |50.0         |55.0         |80.0        
|4            |43.541       |42           |40.0         |55.0         |80.0        
|4            |64.0         |44           |40.0         |55.0         |82.0        
|4            |74.0         |44           |30.0         |55.0         |82.0        
|4            |137.136      |3            |30.0         |22.0         |85.0        
|4            |147.136      |3            |20.0         |22.0         |85.0        
|4            |175.0        |1            |20.0         |25.0         |85.0        
|4            |185.0        |1            |0.0          |25.0         |85.0        
|4            |239.277      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|5            |0.0          |0            |110.0        |40.0         |50.0        
|5            |62.0         |27           |110.0        |95.0         |35.0        
|5            |72.0         |27           |90.0         |95.0         |35.0        
|5            |77.0         |29           |90.0         |90.0         |35.0        
|5            |87.0         |29           |80.0         |90.0         |35.0        
|5            |91.0         |31           |80.0         |88.0         |35.0        
|5            |101.0        |31           |60.0         |88.0         |35.0        
|5            |111.0        |34           |60.0         |85.0         |35.0        
|5            |121.0        |34           |30.0         |85.0         |35.0        
|5            |146.0        |50           |30.0         |72.0         |35.0        
|5            |156.0        |50           |0.0          |72.0         |35.0        
|5            |239.277      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |160.0        |40.0         |50.0        
|9            |41.01        |14           |160.0        |5.0          |45.0        
|9            |51.01        |14           |150.0        |5.0          |45.0        
|9            |54.01        |47           |150.0        |2.0          |45.0        
|9            |64.01        |47           |140.0        |2.0          |45.0        
|9            |70.01        |12           |140.0        |8.0          |45.0        
|9            |80.01        |12           |120.0        |8.0          |45.0        
|9            |87.82        |15           |120.0        |2.0          |40.0        
|9            |97.82        |15           |100.0        |2.0          |40.0        
|9            |99.82        |16           |100.0        |0.0          |40.0        
|9            |109.82       |16           |80.0         |0.0          |40.0        
|9            |121.0        |9            |80.0         |10.0         |35.0        
|9            |131.0        |9            |60.0         |10.0         |35.0        
|9            |136.0        |10           |60.0         |10.0         |40.0        
|9            |146.0        |10           |30.0         |10.0         |40.0        
|9            |157.82       |13           |30.0         |5.0          |35.0        
|9            |167.82       |13           |20.0         |5.0          |35.0        
|9            |179.0        |17           |20.0         |0.0          |45.0        
|9            |189.0        |17           |0.0          |0.0          |45.0        
|9            |239.277      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|10           |0.0          |0            |180.0        |40.0         |50.0        
|10           |37.0         |39           |180.0        |60.0         |80.0        
|10           |47.0         |39           |170.0        |60.0         |80.0        
|10           |54.071       |36           |170.0        |65.0         |85.0        
|10           |64.071       |36           |130.0        |65.0         |85.0        
|10           |78.399       |38           |130.0        |62.0         |80.0        
|10           |88.399       |38           |100.0        |62.0         |80.0        
|10           |94.802       |41           |100.0        |58.0         |75.0        
|10           |104.802      |41           |80.0         |58.0         |75.0        
|10           |115.0        |40           |80.0         |60.0         |85.0        
|10           |125.0        |40           |50.0         |60.0         |85.0        
|10           |130.0        |43           |50.0         |55.0         |85.0        
|10           |140.0        |43           |30.0         |55.0         |85.0        
|10           |154.0        |37           |30.0         |65.0         |82.0        
|10           |164.0        |37           |20.0         |65.0         |82.0        
|10           |169.0        |35           |20.0         |67.0         |85.0        
|10           |179.0        |35           |0.0          |67.0         |85.0        
|10           |239.277      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|17           |0.0          |0            |160.0        |40.0         |50.0        
|17           |41.0         |5            |160.0        |20.0         |85.0        
|17           |51.0         |5            |140.0        |20.0         |85.0        
|17           |54.0         |45           |140.0        |20.0         |82.0        
|17           |64.0         |45           |130.0        |20.0         |82.0        
|17           |75.169       |2            |130.0        |22.0         |75.0        
|17           |85.169       |2            |100.0        |22.0         |75.0        
|17           |92.169       |7            |100.0        |15.0         |75.0        
|17           |102.169      |7            |80.0         |15.0         |75.0        
|17           |105.169      |6            |80.0         |18.0         |75.0        
|17           |115.169      |6            |60.0         |18.0         |75.0        
|17           |121.0        |8            |60.0         |15.0         |80.0        
|17           |131.0        |8            |50.0         |15.0         |80.0        
|17           |137.0        |46           |50.0         |18.0         |80.0        
|17           |147.0        |46           |40.0         |18.0         |80.0        
|17           |171.0        |4            |40.0         |20.0         |80.0        
|17           |181.0        |4            |0.0          |20.0         |80.0        
|17           |239.277      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |70.0         |40.0         |50.0        
|19           |51.478       |33           |70.0         |85.0         |25.0        
|19           |61.478       |33           |60.0         |85.0         |25.0        
|19           |74.0         |30           |60.0         |88.0         |30.0        
|19           |84.0         |30           |50.0         |88.0         |30.0        
|19           |92.0         |28           |50.0         |92.0         |30.0        
|19           |102.0        |28           |40.0         |92.0         |30.0        
|19           |115.0        |26           |40.0         |95.0         |30.0        
