C205_050
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 700.0
cost per distance: 1
time per distance: 1
====================================================================================
feasible: True
solver runtime: 37.701010942459106
objective function value: 361.4133920775744
MIP gap: 0.0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|8            |0.0          |0            |140.0        |40.0         |50.0        
|8            |1207.0       |49           |140.0        |48.0         |20.0        
|8            |1297.0       |49           |130.0        |48.0         |20.0        
|8            |1739.0       |40           |130.0        |36.0         |18.0        
|8            |1829.0       |40           |120.0        |36.0         |18.0        
|8            |1833.472     |44           |120.0        |32.0         |20.0        
|8            |1923.472     |44           |110.0        |32.0         |20.0        
|8            |2021.125     |46           |110.0        |34.0         |25.0        
|8            |2111.125     |46           |80.0         |34.0         |25.0        
|8            |2117.528     |45           |80.0         |30.0         |30.0        
|8            |2207.528     |45           |70.0         |30.0         |30.0        
|8            |2305.0       |50           |70.0         |26.0         |32.0        
|8            |2395.0       |50           |60.0         |26.0         |32.0        
|8            |2400.0       |47           |60.0         |30.0         |35.0        
|8            |2490.0       |47           |50.0         |30.0         |35.0        
|8            |2586.0       |42           |50.0         |33.0         |32.0        
|8            |2676.0       |42           |30.0         |33.0         |32.0        
|8            |2678.0       |41           |30.0         |35.0         |32.0        
|8            |2768.0       |41           |20.0         |35.0         |32.0        
|8            |2813.0       |43           |20.0         |33.0         |35.0        
|8            |2903.0       |43           |10.0         |33.0         |35.0        
|8            |3096.0       |48           |10.0         |36.0         |40.0        
|8            |3186.0       |48           |0.0          |36.0         |40.0        
|8            |3196.77      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |90.0         |40.0         |50.0        
|9            |15.133       |5            |90.0         |42.0         |65.0        
|9            |105.133      |5            |80.0         |42.0         |65.0        
|9            |133.0        |2            |80.0         |45.0         |70.0        
|9            |223.0        |2            |50.0         |45.0         |70.0        
|9            |551.0        |1            |50.0         |52.0         |75.0        
|9            |641.0        |1            |40.0         |52.0         |75.0        
|9            |993.0        |7            |40.0         |58.0         |70.0        
|9            |1083.0       |7            |20.0         |58.0         |70.0        
|9            |1087.123     |3            |20.0         |62.0         |69.0        
|9            |1177.123     |3            |10.0         |62.0         |69.0        
|9            |1500.606     |4            |10.0         |60.0         |66.0        
|9            |1590.606     |4            |0.0          |60.0         |66.0        
|9            |3196.77      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|22           |0.0          |0            |630.0        |40.0         |50.0        
|22           |10.0         |20           |630.0        |30.0         |50.0        
|22           |100.0        |20           |620.0        |30.0         |50.0        
|22           |102.828      |22           |620.0        |28.0         |52.0        
|22           |192.828      |22           |600.0        |28.0         |52.0        
|22           |196.434      |24           |600.0        |25.0         |50.0        
|22           |286.434      |24           |590.0        |25.0         |50.0        
|22           |289.262      |27           |590.0        |23.0         |52.0        
|22           |379.262      |27           |580.0        |23.0         |52.0        
|22           |383.505      |30           |580.0        |20.0         |55.0        
|22           |473.505      |30           |570.0        |20.0         |55.0        
|22           |478.505      |29           |570.0        |20.0         |50.0        
|22           |568.505      |29           |560.0        |20.0         |50.0        
|22           |577.449      |6            |560.0        |16.0         |42.0        
|22           |667.449      |6            |540.0        |16.0         |42.0        
|22           |673.774      |32           |540.0        |10.0         |40.0        
|22           |763.774      |32           |510.0        |10.0         |40.0        
|22           |765.774      |33           |510.0        |8.0          |40.0        
|22           |855.774      |33           |470.0        |8.0          |40.0        
|22           |861.159      |31           |470.0        |10.0         |35.0        
|22           |951.159      |31           |450.0        |10.0         |35.0        
|22           |956.159      |35           |450.0        |5.0          |35.0        
|22           |1046.159     |35           |440.0        |5.0          |35.0        
|22           |1051.99      |37           |440.0        |2.0          |40.0        
|22           |1141.99      |37           |420.0        |2.0          |40.0        
|22           |1143.99      |38           |420.0        |0.0          |40.0        
|22           |1233.99      |38           |390.0        |0.0          |40.0        
|22           |1238.99      |39           |390.0        |0.0          |45.0        
|22           |1328.99      |39           |370.0        |0.0          |45.0        
|22           |1333.99      |36           |370.0        |5.0          |45.0        
|22           |1423.99      |36           |360.0        |5.0          |45.0        
|22           |1586.0       |34           |360.0        |8.0          |45.0        
|22           |1676.0       |34           |340.0        |8.0          |45.0        
|22           |1686.77      |28           |340.0        |4.0          |55.0        
|22           |1776.77      |28           |320.0        |4.0          |55.0        
|22           |1784.833     |26           |320.0        |8.0          |62.0        
|22           |1874.833     |26           |310.0        |8.0          |62.0        
|22           |1882.044     |23           |310.0        |14.0         |66.0        
|22           |1972.044     |23           |300.0        |14.0         |66.0        
|22           |1981.099     |18           |300.0        |15.0         |75.0        
|22           |2071.099     |18           |280.0        |15.0         |75.0        
|22           |2076.099     |19           |280.0        |15.0         |80.0        
|22           |2166.099     |19           |270.0        |15.0         |80.0        
|22           |2173.17      |16           |270.0        |20.0         |85.0        
|22           |2263.17      |16           |230.0        |20.0         |85.0        
|22           |2265.179     |14           |230.0        |22.0         |85.0        
|22           |2355.179     |14           |220.0        |22.0         |85.0        
|22           |2358.179     |12           |220.0        |25.0         |85.0        
|22           |2448.179     |12           |200.0        |25.0         |85.0        
|22           |2455.25      |15           |200.0        |20.0         |80.0        
|22           |2545.25      |15           |160.0        |20.0         |80.0        
|22           |2550.635     |17           |160.0        |18.0         |75.0        
|22           |2640.635     |17           |140.0        |18.0         |75.0        
|22           |2644.635     |13           |140.0        |22.0         |75.0        
|22           |2734.635     |13           |110.0        |22.0         |75.0        
|22           |2743.635     |25           |110.0        |22.0         |66.0        
|22           |2833.635     |25           |70.0         |22.0         |66.0        
|22           |2840.846     |9            |70.0         |28.0         |70.0        
|22           |2930.846     |9            |60.0         |28.0         |70.0        
|22           |2937.917     |11           |60.0         |35.0         |69.0        
|22           |3027.917     |11           |50.0         |35.0         |69.0        
|22           |3030.917     |10           |50.0         |35.0         |66.0        
|22           |3120.917     |10           |40.0         |35.0         |66.0        
|22           |3127.0       |8            |40.0         |34.0         |60.0        
|22           |3217.0       |8            |20.0         |34.0         |60.0        
|22           |3222.657     |21           |20.0         |30.0         |56.0        
|22           |3312.657     |21           |0.0          |30.0         |56.0        
|22           |3324.319     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
