R107_025
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 3600.065279006958
objective function value: 425.2684211227849
MIP gap: 0.06136217927082656
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|5            |0.0          |0            |83.0         |35.0         |35.0        
|5            |15.0         |12           |83.0         |50.0         |35.0        
|5            |25.0         |12           |64.0         |50.0         |35.0        
|5            |36.18        |3            |64.0         |55.0         |45.0        
|5            |46.18        |3            |51.0         |55.0         |45.0        
|5            |97.008       |9            |51.0         |55.0         |60.0        
|5            |107.008      |9            |35.0         |55.0         |60.0        
|5            |118.189      |20           |35.0         |45.0         |65.0        
|5            |128.189      |20           |26.0         |45.0         |65.0        
|5            |144.0        |10           |26.0         |30.0         |60.0        
|5            |154.0        |10           |10.0         |30.0         |60.0        
|5            |204.0        |1            |10.0         |41.0         |49.0        
|5            |214.0        |1            |0.0          |41.0         |49.0        
|5            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|13           |0.0          |0            |102.0        |35.0         |35.0        
|13           |15.811       |18           |102.0        |20.0         |40.0        
|13           |25.811       |18           |90.0         |20.0         |40.0        
|13           |35.811       |7            |90.0         |20.0         |50.0        
|13           |45.811       |7            |85.0         |20.0         |50.0        
|13           |70.209       |11           |85.0         |20.0         |65.0        
|13           |80.209       |11           |73.0         |20.0         |65.0        
|13           |87.28        |19           |73.0         |15.0         |60.0        
|13           |97.28        |19           |56.0         |15.0         |60.0        
|13           |115.0        |8            |56.0         |10.0         |43.0        
|13           |125.0        |8            |47.0         |10.0         |43.0        
|13           |147.0        |17           |47.0         |5.0          |30.0        
|13           |157.0        |17           |45.0         |5.0          |30.0        
|13           |168.18       |16           |45.0         |10.0         |20.0        
|13           |178.18       |16           |26.0         |10.0         |20.0        
|13           |189.361      |5            |26.0         |15.0         |30.0        
|13           |199.361      |5            |0.0          |15.0         |30.0        
|13           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|17           |0.0          |0            |61.0         |35.0         |35.0        
|17           |18.0         |2            |61.0         |35.0         |17.0        
|17           |28.0         |2            |54.0         |35.0         |17.0        
|17           |51.0         |15           |54.0         |30.0         |5.0         
|17           |61.0         |15           |46.0         |30.0         |5.0         
|17           |76.811       |14           |46.0         |15.0         |10.0        
|17           |86.811       |14           |26.0         |15.0         |10.0        
|17           |119.0        |6            |26.0         |25.0         |30.0        
|17           |129.0        |6            |23.0         |25.0         |30.0        
|17           |149.0        |13           |23.0         |30.0         |25.0        
|17           |159.0        |13           |0.0          |30.0         |25.0        
|17           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|24           |0.0          |0            |86.0         |35.0         |35.0        
|24           |37.792       |21           |86.0         |45.0         |20.0        
|24           |47.792       |21           |75.0         |45.0         |20.0        
|24           |88.0         |23           |75.0         |55.0         |5.0         
|24           |98.0         |23           |46.0         |55.0         |5.0         
|24           |109.18       |22           |46.0         |45.0         |10.0        
|24           |119.18       |22           |28.0         |45.0         |10.0        
|24           |139.0        |4            |28.0         |55.0         |20.0        
|24           |149.0        |4            |9.0          |55.0         |20.0        
|24           |159.0        |25           |9.0          |65.0         |20.0        
|24           |169.0        |25           |3.0          |65.0         |20.0        
|24           |190.0        |24           |3.0          |65.0         |35.0        
|24           |200.0        |24           |0.0          |65.0         |35.0        
|24           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
