R206_050
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 1000.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 3600.0488381385803
objective function value: 651.1681150951165
MIP gap: 0.19659292582233945
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|3            |0.0          |0            |131.0        |35.0         |35.0        
|3            |18.0         |2            |131.0        |35.0         |17.0        
|3            |28.0         |2            |124.0        |35.0         |17.0        
|3            |118.0        |15           |124.0        |30.0         |5.0         
|3            |128.0        |15           |116.0        |30.0         |5.0         
|3            |137.22       |42           |116.0        |24.0         |12.0        
|3            |147.22       |42           |111.0        |24.0         |12.0        
|3            |156.164      |37           |111.0        |20.0         |20.0        
|3            |166.164      |37           |103.0        |20.0         |20.0        
|3            |203.0        |16           |103.0        |10.0         |20.0        
|3            |213.0        |16           |84.0         |10.0         |20.0        
|3            |219.083      |44           |84.0         |11.0         |14.0        
|3            |229.083      |44           |66.0         |11.0         |14.0        
|3            |239.899      |38           |66.0         |5.0          |5.0         
|3            |249.899      |38           |50.0         |5.0          |5.0         
|3            |261.08       |14           |50.0         |15.0         |10.0        
|3            |271.08       |14           |30.0         |15.0         |10.0        
|3            |543.0        |43           |30.0         |23.0         |3.0         
|3            |553.0        |43           |23.0         |23.0         |3.0         
|3            |879.0        |13           |23.0         |30.0         |25.0        
|3            |889.0        |13           |0.0          |30.0         |25.0        
|3            |1000.0       |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|8            |0.0          |0            |167.0        |35.0         |35.0        
|8            |239.569      |26           |167.0        |45.0         |30.0        
|8            |249.569      |26           |150.0        |45.0         |30.0        
|8            |273.0        |39           |150.0        |60.0         |12.0        
|8            |283.0        |39           |119.0        |60.0         |12.0        
|8            |310.82       |23           |119.0        |55.0         |5.0         
|8            |320.82       |23           |90.0         |55.0         |5.0         
|8            |334.0        |41           |90.0         |42.0         |7.0         
|8            |344.0        |41           |85.0         |42.0         |7.0         
|8            |348.243      |22           |85.0         |45.0         |10.0        
|8            |358.243      |22           |67.0         |45.0         |10.0        
|8            |501.929      |21           |67.0         |45.0         |20.0        
|8            |511.929      |21           |56.0         |45.0         |20.0        
|8            |519.0        |40           |56.0         |40.0         |25.0        
|8            |529.0        |40           |47.0         |40.0         |25.0        
|8            |620.0        |4            |47.0         |55.0         |20.0        
|8            |630.0        |4            |28.0         |55.0         |20.0        
|8            |716.0        |25           |28.0         |65.0         |20.0        
|8            |726.0        |25           |22.0         |65.0         |20.0        
|8            |741.0        |24           |22.0         |65.0         |35.0        
|8            |751.0        |24           |19.0         |65.0         |35.0        
|8            |766.0        |12           |19.0         |50.0         |35.0        
|8            |776.0        |12           |0.0          |50.0         |35.0        
|8            |1000.0       |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|11           |0.0          |0            |194.0        |35.0         |35.0        
|11           |60.0         |27           |194.0        |35.0         |40.0        
|11           |70.0         |27           |178.0        |35.0         |40.0        
|11           |165.955      |1            |178.0        |41.0         |49.0        
