R201_025
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 1000.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 2.0725579261779785
objective function value: 464.3746926784041
MIP gap: 0.0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|1            |0.0          |0            |84.0         |35.0         |35.0        
|1            |209.0        |5            |84.0         |15.0         |30.0        
|1            |219.0        |5            |58.0         |15.0         |30.0        
|1            |307.929      |19           |58.0         |15.0         |60.0        
|1            |317.929      |19           |41.0         |15.0         |60.0        
|1            |325.0        |11           |41.0         |20.0         |65.0        
|1            |335.0        |11           |29.0         |20.0         |65.0        
|1            |363.251      |7            |29.0         |20.0         |50.0        
|1            |373.251      |7            |24.0         |20.0         |50.0        
|1            |413.56       |8            |24.0         |10.0         |43.0        
|1            |423.56       |8            |15.0         |10.0         |43.0        
|1            |434.0        |18           |15.0         |20.0         |40.0        
|1            |444.0        |18           |3.0          |20.0         |40.0        
|1            |455.18       |6            |3.0          |25.0         |30.0        
|1            |465.18       |6            |0.0          |25.0         |30.0        
|1            |999.541      |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|5            |0.0          |0            |79.0         |35.0         |35.0        
|5            |152.0        |2            |79.0         |35.0         |17.0        
|5            |162.0        |2            |72.0         |35.0         |17.0        
|5            |175.0        |15           |72.0         |30.0         |5.0         
|5            |185.0        |15           |64.0         |30.0         |5.0         
|5            |243.0        |14           |64.0         |15.0         |10.0        
|5            |253.0        |14           |44.0         |15.0         |10.0        
|5            |373.0        |16           |44.0         |10.0         |20.0        
|5            |383.0        |16           |25.0         |10.0         |20.0        
|5            |733.0        |17           |25.0         |5.0          |30.0        
|5            |743.0        |17           |23.0         |5.0          |30.0        
|5            |827.0        |13           |23.0         |30.0         |25.0        
|5            |837.0        |13           |0.0          |30.0         |25.0        
|5            |999.541      |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|11           |0.0          |0            |86.0         |35.0         |35.0        
|11           |296.972      |21           |86.0         |45.0         |20.0        
|11           |306.972      |21           |75.0         |45.0         |20.0        
|11           |325.0        |23           |75.0         |55.0         |5.0         
|11           |335.0        |23           |46.0         |55.0         |5.0         
|11           |409.0        |22           |46.0         |45.0         |10.0        
|11           |419.0        |22           |28.0         |45.0         |10.0        
|11           |678.0        |4            |28.0         |55.0         |20.0        
|11           |688.0        |4            |9.0          |55.0         |20.0        
|11           |817.0        |25           |9.0          |65.0         |20.0        
|11           |827.0        |25           |3.0          |65.0         |20.0        
|11           |847.0        |24           |3.0          |65.0         |35.0        
|11           |857.0        |24           |0.0          |65.0         |35.0        
|11           |999.541      |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |83.0         |35.0         |35.0        
|19           |228.0        |12           |83.0         |50.0         |35.0        
|19           |238.0        |12           |64.0         |50.0         |35.0        
|19           |400.0        |9            |64.0         |55.0         |60.0        
|19           |410.0        |9            |48.0         |55.0         |60.0        
|19           |527.0        |3            |48.0         |55.0         |45.0        
|19           |537.0        |3            |35.0         |55.0         |45.0        
|19           |581.0        |20           |35.0         |45.0         |65.0        
|19           |591.0        |20           |26.0         |45.0         |65.0        
|19           |632.0        |10           |26.0         |30.0         |60.0        
|19           |642.0        |10           |10.0         |30.0         |60.0        
|19           |707.0        |1            |10.0         |41.0         |49.0        
|19           |717.0        |1            |0.0          |41.0         |49.0        
|19           |999.541      |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
