R101_100
====================================================================================
customer quantity: 100
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 79.46212911605835
objective function value: 1642.876874710345
MIP gap: 7.736234470622078e-08
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |93.0         |35.0         |35.0        
|0            |44.0         |39           |93.0         |60.0         |12.0        
|0            |54.0         |39           |62.0         |60.0         |12.0        
|0            |68.0         |23           |62.0         |55.0         |5.0         
|0            |78.0         |23           |33.0         |55.0         |5.0         
|0            |93.0         |67           |33.0         |67.0         |5.0         
|0            |103.0        |67           |8.0          |67.0         |5.0         
|0            |136.0        |55           |8.0          |63.0         |23.0        
|0            |146.0        |55           |6.0          |63.0         |23.0        
|0            |172.0        |25           |6.0          |65.0         |20.0        
|0            |182.0        |25           |0.0          |65.0         |20.0        
|0            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|1            |0.0          |0            |87.0         |35.0         |35.0        
|1            |35.0         |72           |87.0         |47.0         |16.0        
|1            |45.0         |72           |62.0         |47.0         |16.0        
|1            |69.0         |75           |62.0         |49.0         |11.0        
|1            |79.0         |75           |44.0         |49.0         |11.0        
|1            |97.0         |22           |44.0         |45.0         |10.0        
|1            |107.0        |22           |26.0         |45.0         |10.0        
|1            |149.0        |74           |26.0         |46.0         |13.0        
|1            |159.0        |74           |18.0         |46.0         |13.0        
|1            |200.0        |58           |18.0         |36.0         |26.0        
|1            |210.0        |58           |0.0          |36.0         |26.0        
|1            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|2            |0.0          |0            |90.0         |35.0         |35.0        
|2            |37.0         |27           |90.0         |35.0         |40.0        
|2            |47.0         |27           |74.0         |35.0         |40.0        
|2            |54.28        |69           |74.0         |37.0         |47.0        
|2            |64.28        |69           |68.0         |37.0         |47.0        
|2            |78.78        |30           |68.0         |40.0         |60.0        
|2            |88.78        |30           |47.0         |40.0         |60.0        
|2            |98.0         |51           |47.0         |49.0         |58.0        
|2            |108.0        |51           |37.0         |49.0         |58.0        
|2            |126.0        |20           |37.0         |45.0         |65.0        
|2            |136.0        |20           |28.0         |45.0         |65.0        
|2            |151.0        |32           |28.0         |35.0         |69.0        
|2            |161.0        |32           |5.0          |35.0         |69.0        
|2            |182.0        |70           |5.0          |37.0         |56.0        
|2            |192.0        |70           |0.0          |37.0         |56.0        
|2            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|3            |0.0          |0            |64.0         |35.0         |35.0        
|3            |39.0         |28           |64.0         |41.0         |37.0        
|3            |49.0         |28           |48.0         |41.0         |37.0        
|3            |73.0         |29           |48.0         |64.0         |42.0        
|3            |83.0         |29           |39.0         |64.0         |42.0        
|3            |96.0         |78           |39.0         |61.0         |52.0        
|3            |106.0        |78           |36.0         |61.0         |52.0        
|3            |117.0        |34           |36.0         |65.0         |55.0        
|3            |127.0        |34           |22.0         |65.0         |55.0        
|3            |143.0        |35           |22.0         |63.0         |65.0        
|3            |153.0        |35           |14.0         |63.0         |65.0        
|3            |189.0        |77           |14.0         |53.0         |43.0        
|3            |199.0        |77           |0.0          |53.0         |43.0        
|3            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|4            |0.0          |0            |95.0         |35.0         |35.0        
|4            |63.0         |12           |95.0         |50.0         |35.0        
|4            |73.0         |12           |76.0         |50.0         |35.0        
|4            |80.071       |76           |76.0         |49.0         |42.0        
|4            |90.071       |76           |63.0         |49.0         |42.0        
|4            |102.0        |79           |63.0         |57.0         |48.0        
|4            |112.0        |79           |40.0         |57.0         |48.0        
|4            |116.0        |3            |40.0         |55.0         |45.0        
|4            |126.0        |3            |27.0         |55.0         |45.0        
|4            |142.125      |54           |27.0         |57.0         |29.0        
|4            |152.125      |54           |9.0          |57.0         |29.0        
|4            |162.125      |24           |9.0          |65.0         |35.0        
|4            |172.125      |24           |6.0          |65.0         |35.0        
|4            |192.0        |80           |6.0          |56.0         |37.0        
|4            |202.0        |80           |0.0          |56.0         |37.0        
|4            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|5            |0.0          |0            |121.0        |35.0         |35.0        
|5            |34.0         |5            |121.0        |15.0         |30.0        
|5            |44.0         |5            |95.0         |15.0         |30.0        
|5            |51.071       |83           |95.0         |14.0         |37.0        
|5            |61.071       |83           |84.0         |14.0         |37.0        
|5            |86.0         |61           |84.0         |12.0         |24.0        
|5            |96.0         |61           |71.0         |12.0         |24.0        
|5            |101.0        |85           |71.0         |16.0         |22.0        
|5            |111.0        |85           |30.0         |16.0         |22.0        
|5            |134.0        |37           |30.0         |20.0         |20.0        
|5            |144.0        |37           |22.0         |20.0         |20.0        
|5            |188.0        |93           |22.0         |18.0         |24.0        
|5            |198.0        |93           |0.0          |18.0         |24.0        
|5            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|6            |0.0          |0            |102.0        |35.0         |35.0        
