RC201_025
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 1000.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 2.9570469856262207
objective function value: 361.2410263927873
MIP gap: 0.0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |180.0        |40.0         |50.0        
|0            |203.0        |23           |180.0        |38.0         |5.0         
|0            |213.0        |23           |150.0        |38.0         |5.0         
|0            |215.0        |21           |150.0        |40.0         |5.0         
|0            |225.0        |21           |140.0        |40.0         |5.0         
|0            |335.0        |18           |140.0        |44.0         |5.0         
|0            |345.0        |18           |120.0        |44.0         |5.0         
|0            |350.385      |19           |120.0        |42.0         |10.0        
|0            |360.385      |19           |80.0         |42.0         |10.0        
|0            |495.0        |22           |80.0         |40.0         |15.0        
|0            |505.0        |22           |40.0         |40.0         |15.0        
|0            |537.0        |20           |40.0         |42.0         |15.0        
|0            |547.0        |20           |30.0         |42.0         |15.0        
|0            |801.0        |24           |30.0         |38.0         |15.0        
|0            |811.0        |24           |20.0         |38.0         |15.0        
|0            |904.0        |25           |20.0         |35.0         |5.0         
|0            |914.0        |25           |0.0          |35.0         |5.0         
|0            |959.277      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|18           |0.0          |0            |170.0        |40.0         |50.0        
|18           |152.0        |2            |170.0        |22.0         |75.0        
|18           |162.0        |2            |140.0        |22.0         |75.0        
|18           |172.198      |5            |140.0        |20.0         |85.0        
|18           |182.198      |5            |120.0        |20.0         |85.0        
|18           |367.0        |8            |120.0        |15.0         |80.0        
|18           |377.0        |8            |110.0        |15.0         |80.0        
|18           |382.0        |7            |110.0        |15.0         |75.0        
|18           |392.0        |7            |90.0         |15.0         |75.0        
|18           |395.0        |6            |90.0         |18.0         |75.0        
|18           |405.0        |6            |70.0         |18.0         |75.0        
|18           |471.0        |3            |70.0         |22.0         |85.0        
|18           |481.0        |3            |60.0         |22.0         |85.0        
|18           |673.0        |1            |60.0         |25.0         |85.0        
|18           |683.0        |1            |40.0         |25.0         |85.0        
|18           |764.0        |4            |40.0         |20.0         |80.0        
|18           |774.0        |4            |0.0          |20.0         |80.0        
|18           |873.311      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|20           |0.0          |0            |190.0        |40.0         |50.0        
|20           |155.0        |14           |190.0        |5.0          |45.0        
|20           |165.0        |14           |180.0        |5.0          |45.0        
|20           |223.0        |12           |180.0        |8.0          |45.0        
|20           |233.0        |12           |160.0        |8.0          |45.0        
|20           |255.0        |16           |160.0        |0.0          |40.0        
|20           |265.0        |16           |140.0        |0.0          |40.0        
|20           |294.0        |15           |140.0        |2.0          |40.0        
|20           |304.0        |15           |120.0        |2.0          |40.0        
|20           |310.0        |11           |120.0        |8.0          |40.0        
|20           |320.0        |11           |80.0         |8.0          |40.0        
|20           |371.0        |9            |80.0         |10.0         |35.0        
|20           |381.0        |9            |60.0         |10.0         |35.0        
|20           |519.0        |10           |60.0         |10.0         |40.0        
|20           |529.0        |10           |30.0         |10.0         |40.0        
|20           |687.142      |13           |30.0         |5.0          |35.0        
|20           |697.142      |13           |20.0         |5.0          |35.0        
|20           |823.0        |17           |20.0         |0.0          |45.0        
|20           |833.0        |17           |0.0          |0.0          |45.0        
|20           |873.311      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
