C109_050
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasibile: True
solver runtime: 3600.108782052994
objective function value: 363.24680016903005
MIP gap: 0.3906591137366031
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|7            |0.0          |0            |200.0        |40.0         |50.0        
|7            |31.623       |32           |200.0        |10.0         |40.0        
|7            |121.623      |32           |170.0        |10.0         |40.0        
|7            |123.623      |33           |170.0        |8.0          |40.0        
|7            |213.623      |33           |130.0        |8.0          |40.0        
|7            |219.008      |31           |130.0        |10.0         |35.0        
|7            |309.008      |31           |110.0        |10.0         |35.0        
|7            |314.008      |35           |110.0        |5.0          |35.0        
|7            |404.008      |35           |100.0        |5.0          |35.0        
|7            |409.839      |37           |100.0        |2.0          |40.0        
|7            |499.839      |37           |80.0         |2.0          |40.0        
|7            |501.839      |38           |80.0         |0.0          |40.0        
|7            |591.839      |38           |50.0         |0.0          |40.0        
|7            |596.839      |39           |50.0         |0.0          |45.0        
|7            |686.839      |39           |30.0         |0.0          |45.0        
|7            |691.839      |36           |30.0         |5.0          |45.0        
|7            |781.839      |36           |20.0         |5.0          |45.0        
|7            |784.839      |34           |20.0         |8.0          |45.0        
|7            |874.839      |34           |0.0          |8.0          |45.0        
|7            |1235.209     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|11           |0.0          |0            |190.0        |40.0         |50.0        
|11           |30.806       |13           |190.0        |22.0         |75.0        
|11           |120.806      |13           |160.0        |22.0         |75.0        
|11           |124.806      |17           |160.0        |18.0         |75.0        
|11           |214.806      |17           |140.0        |18.0         |75.0        
|11           |217.806      |18           |140.0        |15.0         |75.0        
|11           |307.806      |18           |120.0        |15.0         |75.0        
|11           |312.806      |19           |120.0        |15.0         |80.0        
|11           |402.806      |19           |110.0        |15.0         |80.0        
|11           |407.806      |15           |110.0        |20.0         |80.0        
|11           |497.806      |15           |70.0         |20.0         |80.0        
|11           |502.806      |16           |70.0         |20.0         |85.0        
|11           |592.806      |16           |30.0         |20.0         |85.0        
|11           |594.806      |14           |30.0         |22.0         |85.0        
|11           |684.806      |14           |20.0         |22.0         |85.0        
|11           |687.806      |12           |20.0         |25.0         |85.0        
|11           |777.806      |12           |0.0          |25.0         |85.0        
|11           |1235.209     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
