C101_025
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasibile: True
solver runtime: 0.24419498443603516
objective function value: 191.8136197786562
MIP gap: 0.0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |190.0        |40.0         |50.0        
|0            |30.806       |13           |190.0        |22.0         |75.0        
|0            |120.806      |13           |160.0        |22.0         |75.0        
|0            |124.806      |17           |160.0        |18.0         |75.0        
|0            |214.806      |17           |140.0        |18.0         |75.0        
|0            |217.806      |18           |140.0        |15.0         |75.0        
|0            |307.806      |18           |120.0        |15.0         |75.0        
|0            |312.806      |19           |120.0        |15.0         |80.0        
|0            |402.806      |19           |110.0        |15.0         |80.0        
|0            |407.806      |15           |110.0        |20.0         |80.0        
|0            |497.806      |15           |70.0         |20.0         |80.0        
|0            |502.806      |16           |70.0         |20.0         |85.0        
|0            |592.806      |16           |30.0         |20.0         |85.0        
|0            |594.806      |14           |30.0         |22.0         |85.0        
|0            |684.806      |14           |20.0         |22.0         |85.0        
|0            |687.806      |12           |20.0         |25.0         |85.0        
|0            |777.806      |12           |0.0          |25.0         |85.0        
|0            |815.885      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|5            |0.0          |0            |160.0        |40.0         |50.0        
|5            |15.133       |5            |160.0        |42.0         |65.0        
|5            |105.133      |5            |150.0        |42.0         |65.0        
|5            |106.133      |3            |150.0        |42.0         |66.0        
|5            |196.133      |3            |140.0        |42.0         |66.0        
|5            |198.133      |7            |140.0        |40.0         |66.0        
|5            |288.133      |7            |120.0        |40.0         |66.0        
|5            |290.961      |8            |120.0        |38.0         |68.0        
|5            |380.961      |8            |100.0        |38.0         |68.0        
|5            |384.567      |10           |100.0        |35.0         |66.0        
|5            |474.567      |10           |90.0         |35.0         |66.0        
|5            |477.567      |11           |90.0         |35.0         |69.0        
|5            |567.567      |11           |80.0         |35.0         |69.0        
|5            |570.729      |9            |80.0         |38.0         |70.0        
|5            |660.729      |9            |70.0         |38.0         |70.0        
|5            |662.965      |6            |70.0         |40.0         |69.0        
|5            |752.965      |6            |50.0         |40.0         |69.0        
|5            |755.201      |4            |50.0         |42.0         |68.0        
|5            |845.201      |4            |40.0         |42.0         |68.0        
|5            |848.807      |2            |40.0         |45.0         |70.0        
|5            |938.807      |2            |10.0         |45.0         |70.0        
|5            |940.807      |1            |10.0         |45.0         |68.0        
|5            |1030.807     |1            |0.0          |45.0         |68.0        
|5            |1049.488     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|18           |0.0          |0            |110.0        |40.0         |50.0        
|18           |10.0         |20           |110.0        |30.0         |50.0        
|18           |100.0        |20           |100.0        |30.0         |50.0        
|18           |105.0        |24           |100.0        |25.0         |50.0        
|18           |195.0        |24           |90.0         |25.0         |50.0        
|18           |197.0        |25           |90.0         |25.0         |52.0        
|18           |287.0        |25           |50.0         |25.0         |52.0        
|18           |732.0        |23           |50.0         |28.0         |55.0        
|18           |822.0        |23           |40.0         |28.0         |55.0        
|18           |825.0        |22           |40.0         |28.0         |52.0        
|18           |915.0        |22           |20.0         |28.0         |52.0        
|18           |917.0        |21           |20.0         |30.0         |52.0        
|18           |1007.0       |21           |0.0          |30.0         |52.0        
|18           |1017.198     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
