R109_050
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 3600.0362079143524
objective function value: 814.4065090929582
MIP gap: 0.2053391136573295
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |111.0        |35.0         |35.0        
|0            |37.0         |21           |111.0        |45.0         |20.0        
|0            |47.0         |21           |100.0        |45.0         |20.0        
|0            |64.0         |39           |100.0        |60.0         |12.0        
|0            |74.0         |39           |69.0         |60.0         |12.0        
|0            |82.602       |23           |69.0         |55.0         |5.0         
|0            |92.602       |23           |40.0         |55.0         |5.0         
|0            |105.755      |41           |40.0         |42.0         |7.0         
|0            |115.755      |41           |35.0         |42.0         |7.0         
|0            |119.998      |22           |35.0         |45.0         |10.0        
|0            |129.998      |22           |17.0         |45.0         |10.0        
|0            |161.0        |26           |17.0         |45.0         |30.0        
|0            |171.0        |26           |0.0          |45.0         |30.0        
|0            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|1            |0.0          |0            |141.0        |35.0         |35.0        
|1            |20.616       |5            |141.0        |15.0         |30.0        
|1            |30.616       |5            |115.0        |15.0         |30.0        
|1            |42.657       |45           |115.0        |6.0          |38.0        
|1            |52.657       |45           |99.0         |6.0          |38.0        
|1            |70.834       |47           |99.0         |8.0          |56.0        
|1            |80.834       |47           |72.0         |8.0          |56.0        
|1            |93.056       |49           |72.0         |6.0          |68.0        
|1            |103.056      |49           |42.0         |6.0          |68.0        
|1            |112.0        |36           |42.0         |2.0          |60.0        
|1            |122.0        |36           |37.0         |2.0          |60.0        
|1            |151.0        |46           |37.0         |2.0          |48.0        
|1            |161.0        |46           |36.0         |2.0          |48.0        
|1            |192.0        |48           |36.0         |13.0         |52.0        
|1            |202.0        |48           |0.0          |13.0         |52.0        
|1            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|4            |0.0          |0            |53.0         |35.0         |35.0        
|4            |22.0         |2            |53.0         |35.0         |17.0        
|4            |32.0         |2            |46.0         |35.0         |17.0        
|4            |45.0         |15           |46.0         |30.0         |5.0         
|4            |55.0         |15           |38.0         |30.0         |5.0         
|4            |136.737      |43           |38.0         |23.0         |3.0         
|4            |146.737      |43           |31.0         |23.0         |3.0         
|4            |164.0        |37           |31.0         |20.0         |20.0        
|4            |174.0        |37           |23.0         |20.0         |20.0        
|4            |196.0        |13           |23.0         |30.0         |25.0        
|4            |206.0        |13           |0.0          |30.0         |25.0        
|4            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |96.0         |35.0         |35.0        
|9            |11.0         |28           |96.0         |41.0         |37.0        
|9            |21.0         |28           |80.0         |41.0         |37.0        
|9            |38.0         |12           |80.0         |50.0         |35.0        
|9            |48.0         |12           |61.0         |50.0         |35.0        
|9            |63.652       |29           |61.0         |64.0         |42.0        
|9            |73.652       |29           |52.0         |64.0         |42.0        
|9            |92.0         |33           |52.0         |53.0         |52.0        
|9            |102.0        |33           |41.0         |53.0         |52.0        
|9            |114.858      |3            |41.0         |55.0         |45.0        
|9            |124.858      |3            |28.0         |55.0         |45.0        
|9            |139.0        |24           |28.0         |65.0         |35.0        
|9            |149.0        |24           |25.0         |65.0         |35.0        
|9            |164.0        |25           |25.0         |65.0         |20.0        
|9            |174.0        |25           |19.0         |65.0         |20.0        
|9            |184.0        |4            |19.0         |55.0         |20.0        
|9            |194.0        |4            |0.0          |55.0         |20.0        
|9            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|10           |0.0          |0            |32.0         |35.0         |35.0        
|10           |65.0         |40           |32.0         |40.0         |25.0        
|10           |75.0         |40           |23.0         |40.0         |25.0        
|10           |103.56       |18           |23.0         |20.0         |40.0        
|10           |113.56       |18           |11.0         |20.0         |40.0        
|10           |124.0        |8            |11.0         |10.0         |43.0        
|10           |134.0        |8            |2.0          |10.0         |43.0        
|10           |179.055      |17           |2.0          |5.0          |30.0        
|10           |189.055      |17           |0.0          |5.0          |30.0        
|10           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|11           |0.0          |0            |81.0         |35.0         |35.0        
|11           |25.495       |42           |81.0         |24.0         |12.0        
|11           |35.495       |42           |76.0         |24.0         |12.0        
|11           |44.715       |14           |76.0         |15.0         |10.0        
|11           |54.715       |14           |56.0         |15.0         |10.0        
|11           |65.895       |38           |56.0         |5.0          |5.0         
|11           |75.895       |38           |40.0         |5.0          |5.0         
|11           |86.889       |44           |40.0         |11.0         |14.0        
|11           |96.889       |44           |22.0         |11.0         |14.0        
|11           |102.972      |16           |22.0         |10.0         |20.0        
|11           |112.972      |16           |3.0          |10.0         |20.0        
|11           |131.0        |6            |3.0          |25.0         |30.0        
|11           |141.0        |6            |0.0          |25.0         |30.0        
|11           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|18           |0.0          |0            |92.0         |35.0         |35.0        
|18           |61.0         |7            |92.0         |20.0         |50.0        
|18           |71.0         |7            |87.0         |20.0         |50.0        
|18           |82.18        |19           |87.0         |15.0         |60.0        
|18           |92.18        |19           |70.0         |15.0         |60.0        
|18           |99.251       |11           |70.0         |20.0         |65.0        
|18           |109.251      |11           |58.0         |20.0         |65.0        
|18           |120.538      |10           |58.0         |30.0         |60.0        
|18           |130.538      |10           |42.0         |30.0         |60.0        
|18           |146.349      |20           |42.0         |45.0         |65.0        
|18           |156.349      |20           |33.0         |45.0         |65.0        
|18           |167.119      |32           |33.0         |35.0         |69.0        
|18           |177.119      |32           |10.0         |35.0         |69.0        
|18           |198.0        |1            |10.0         |41.0         |49.0        
|18           |208.0        |1            |0.0          |41.0         |49.0        
|18           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|22           |0.0          |0            |115.0        |35.0         |35.0        
|22           |8.0          |27           |115.0        |35.0         |40.0        
|22           |18.0         |27           |99.0         |35.0         |40.0        
|22           |32.497       |31           |99.0         |31.0         |52.0        
|22           |42.497       |31           |72.0         |31.0         |52.0        
|22           |54.538       |30           |72.0         |40.0         |60.0        
|22           |64.538       |30           |51.0         |40.0         |60.0        
|22           |79.538       |9            |51.0         |55.0         |60.0        
|22           |89.538       |9            |35.0         |55.0         |60.0        
|22           |100.719      |34           |35.0         |65.0         |55.0        
|22           |110.719      |34           |21.0         |65.0         |55.0        
|22           |120.917      |35           |21.0         |63.0         |65.0        
|22           |130.917      |35           |13.0         |63.0         |65.0        
|22           |155.0        |50           |13.0         |47.0         |47.0        
|22           |165.0        |50           |0.0          |47.0         |47.0        
|22           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
