C202_100
====================================================================================
customer quantity: 100
vehicle quantity: 25
vehicle capacity: 700.0
cost per distance: 1
time per distance: 1
====================================================================================
feasibile: True
solver runtime: 3600.06787610054
objective function value: 591.5565566715017
MIP gap: 0.08028514492619605
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |560.0        |40.0         |50.0        
|0            |12.207       |67           |560.0        |47.0         |40.0        
|0            |102.207      |67           |550.0        |47.0         |40.0        
|0            |105.207      |63           |550.0        |50.0         |40.0        
|0            |195.207      |63           |500.0        |50.0         |40.0        
|0            |200.207      |62           |500.0        |50.0         |35.0        
|0            |290.207      |62           |480.0        |50.0         |35.0        
|0            |293.207      |74           |480.0        |53.0         |35.0        
|0            |383.207      |74           |430.0        |53.0         |35.0        
|0            |388.207      |72           |430.0        |53.0         |30.0        
|0            |478.207      |72           |420.0        |53.0         |30.0        
|0            |481.207      |61           |420.0        |50.0         |30.0        
|0            |571.207      |61           |410.0        |50.0         |30.0        
|0            |573.207      |64           |410.0        |48.0         |30.0        
|0            |663.207      |64           |400.0        |48.0         |30.0        
|0            |668.306      |66           |400.0        |47.0         |35.0        
|0            |758.306      |66           |390.0        |47.0         |35.0        
|0            |760.306      |69           |390.0        |45.0         |35.0        
|0            |850.306      |69           |380.0        |45.0         |35.0        
|0            |856.137      |68           |380.0        |42.0         |30.0        
|0            |946.137      |68           |370.0        |42.0         |30.0        
|0            |951.522      |65           |370.0        |44.0         |25.0        
|0            |1041.522     |65           |360.0        |44.0         |25.0        
|0            |1047.925     |49           |360.0        |48.0         |20.0        
|0            |1137.925     |49           |350.0        |48.0         |20.0        
|0            |1145.735     |55           |350.0        |42.0         |15.0        
|0            |1235.735     |55           |340.0        |42.0         |15.0        
|0            |1240.735     |54           |340.0        |42.0         |10.0        
|0            |1330.735     |54           |300.0        |42.0         |10.0        
|0            |1336.12      |53           |300.0        |44.0         |5.0         
|0            |1426.12      |53           |280.0        |44.0         |5.0         
|0            |1508.905     |56           |280.0        |40.0         |5.0         
|0            |1598.905     |56           |250.0        |40.0         |5.0         
|0            |1600.905     |58           |250.0        |38.0         |5.0         
|0            |1690.905     |58           |220.0        |38.0         |5.0         
|0            |1693.905     |60           |220.0        |35.0         |5.0         
|0            |1783.905     |60           |200.0        |35.0         |5.0         
|0            |1789.736     |59           |200.0        |38.0         |10.0        
|0            |1879.736     |59           |190.0        |38.0         |10.0        
|0            |1884.736     |57           |190.0        |38.0         |15.0        
|0            |1974.736     |57           |150.0        |38.0         |15.0        
|0            |1978.341     |40           |150.0        |36.0         |18.0        
|0            |2068.341     |40           |140.0        |36.0         |18.0        
|0            |2072.813     |44           |140.0        |32.0         |20.0        
|0            |2162.813     |44           |130.0        |32.0         |20.0        
|0            |2168.199     |46           |130.0        |34.0         |25.0        
|0            |2258.199     |46           |100.0        |34.0         |25.0        
|0            |2264.602     |45           |100.0        |30.0         |30.0        
|0            |2354.602     |45           |90.0         |30.0         |30.0        
|0            |2359.602     |51           |90.0         |25.0         |30.0        
|0            |2449.602     |51           |80.0         |25.0         |30.0        
|0            |2451.838     |50           |80.0         |26.0         |32.0        
|0            |2541.838     |50           |70.0         |26.0         |32.0        
|0            |2545.0       |52           |70.0         |25.0         |35.0        
|0            |2635.0       |52           |60.0         |25.0         |35.0        
|0            |2640.0       |47           |60.0         |30.0         |35.0        
|0            |2730.0       |47           |50.0         |30.0         |35.0        
|0            |2733.0       |43           |50.0         |33.0         |35.0        
|0            |2823.0       |43           |40.0         |33.0         |35.0        
|0            |2826.0       |42           |40.0         |33.0         |32.0        
|0            |2916.0       |42           |20.0         |33.0         |32.0        
|0            |2918.0       |41           |20.0         |35.0         |32.0        
|0            |3008.0       |41           |10.0         |35.0         |32.0        
|0            |3016.062     |48           |10.0         |36.0         |40.0        
|0            |3106.062     |48           |0.0          |36.0         |40.0        
|0            |3389.77      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|13           |0.0          |0            |630.0        |40.0         |50.0        
|13           |10.0         |20           |630.0        |30.0         |50.0        
|13           |100.0        |20           |620.0        |30.0         |50.0        
|13           |102.828      |22           |620.0        |28.0         |52.0        
|13           |192.828      |22           |600.0        |28.0         |52.0        
|13           |196.434      |24           |600.0        |25.0         |50.0        
