RC108_050
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 3600.054971933365
objective function value: 602.9051815230753
MIP gap: 0.659553102885021
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|1            |0.0          |0            |200.0        |40.0         |50.0        
|1            |45.277       |25           |200.0        |35.0         |5.0         
|1            |55.277       |25           |180.0        |35.0         |5.0         
|1            |58.277       |23           |180.0        |38.0         |5.0         
|1            |68.277       |23           |150.0        |38.0         |5.0         
|1            |70.277       |21           |150.0        |40.0         |5.0         
|1            |80.277       |21           |140.0        |40.0         |5.0         
|1            |82.277       |48           |140.0        |42.0         |5.0         
|1            |92.277       |48           |130.0        |42.0         |5.0         
|1            |94.277       |18           |130.0        |44.0         |5.0         
|1            |104.277      |18           |110.0        |44.0         |5.0         
|1            |109.662      |19           |110.0        |42.0         |10.0        
|1            |119.662      |19           |70.0         |42.0         |10.0        
|1            |124.0        |49           |70.0         |42.0         |12.0        
|1            |134.0        |49           |60.0         |42.0         |12.0        
|1            |137.0        |20           |60.0         |42.0         |15.0        
|1            |147.0        |20           |50.0         |42.0         |15.0        
|1            |149.0        |22           |50.0         |40.0         |15.0        
|1            |159.0        |22           |10.0         |40.0         |15.0        
|1            |161.0        |24           |10.0         |38.0         |15.0        
|1            |171.0        |24           |0.0          |38.0         |15.0        
|1            |239.736      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|5            |0.0          |0            |150.0        |40.0         |50.0        
|5            |51.478       |33           |150.0        |85.0         |25.0        
|5            |61.478       |33           |140.0        |85.0         |25.0        
|5            |66.863       |32           |140.0        |87.0         |30.0        
|5            |76.863       |32           |130.0        |87.0         |30.0        
|5            |77.863       |30           |130.0        |88.0         |30.0        
|5            |87.863       |30           |120.0        |88.0         |30.0        
|5            |91.863       |28           |120.0        |92.0         |30.0        
|5            |101.863      |28           |110.0        |92.0         |30.0        
|5            |104.863      |26           |110.0        |95.0         |30.0        
|5            |114.863      |26           |80.0         |95.0         |30.0        
|5            |119.863      |27           |80.0         |95.0         |35.0        
|5            |129.863      |27           |60.0         |95.0         |35.0        
|5            |134.863      |29           |60.0         |90.0         |35.0        
|5            |144.863      |29           |50.0         |90.0         |35.0        
|5            |146.863      |31           |50.0         |88.0         |35.0        
