RC103_050
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1
time per distance: 1
====================================================================================
feasible: True
solver runtime: 3600.0886659622192
objective function value: 757.0722171583765
MIP gap: 0.5880973452240515
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |120.0        |40.0         |50.0        
|0            |47.434       |34           |120.0        |85.0         |35.0        
|0            |57.434       |34           |90.0         |85.0         |35.0        
|0            |60.434       |31           |90.0         |88.0         |35.0        
|0            |70.434       |31           |70.0         |88.0         |35.0        
|0            |72.434       |29           |70.0         |90.0         |35.0        
|0            |82.434       |29           |60.0         |90.0         |35.0        
|0            |87.434       |27           |60.0         |95.0         |35.0        
|0            |97.434       |27           |40.0         |95.0         |35.0        
|0            |102.434      |26           |40.0         |95.0         |30.0        
|0            |112.434      |26           |10.0         |95.0         |30.0        
|0            |115.434      |28           |10.0         |92.0         |30.0        
|0            |125.434      |28           |0.0          |92.0         |30.0        
|0            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|8            |0.0          |0            |190.0        |40.0         |50.0        
|8            |37.736       |45           |190.0        |20.0         |82.0        
|8            |47.736       |45           |180.0        |20.0         |82.0        
|8            |53.567       |1            |180.0        |25.0         |85.0        
|8            |63.567       |1            |160.0        |25.0         |85.0        
|8            |66.567       |3            |160.0        |22.0         |85.0        
|8            |76.567       |3            |150.0        |22.0         |85.0        
|8            |78.567       |5            |150.0        |20.0         |85.0        
|8            |88.567       |5            |130.0        |20.0         |85.0        
|8            |97.0         |8            |130.0        |15.0         |80.0        
|8            |107.0        |8            |120.0        |15.0         |80.0        
|8            |112.0        |7            |120.0        |15.0         |75.0        
|8            |122.0        |7            |100.0        |15.0         |75.0        
|8            |125.0        |6            |100.0        |18.0         |75.0        
|8            |135.0        |6            |80.0         |18.0         |75.0        
|8            |140.0        |46           |80.0         |18.0         |80.0        
|8            |150.0        |46           |70.0         |18.0         |80.0        
|8            |152.0        |4            |70.0         |20.0         |80.0        
|8            |162.0        |4            |30.0         |20.0         |80.0        
|8            |199.0        |2            |30.0         |22.0         |75.0        
|8            |209.0        |2            |0.0          |22.0         |75.0        
|8            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |60.0         |40.0         |50.0        
|9            |81.0         |33           |60.0         |85.0         |25.0        
|9            |91.0         |33           |50.0         |85.0         |25.0        
|9            |96.831       |30           |50.0         |88.0         |30.0        
|9            |106.831      |30           |40.0         |88.0         |30.0        
|9            |107.831      |32           |40.0         |87.0         |30.0        
|9            |117.831      |32           |30.0         |87.0         |30.0        
|9            |133.642      |50           |30.0         |72.0         |35.0        
|9            |143.642      |50           |0.0          |72.0         |35.0        
|9            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
